date,steps,low_activity
2019-06-13,5332,False
2019-06-14,4344,False
2019-06-15,5056,False
2019-06-16,8048,False
2019-06-17,4846,False
2019-06-18,7112,False
2019-06-19,7369,False
2019-06-20,3887,True
2019-06-21,494,True
2019-06-22,14160,False
2019-06-23,6668,False
2019-06-24,4632,False
2019-06-25,12274,False
2019-06-26,5473,False
2019-06-27,7524,False
2019-06-28,1853,True
2019-06-29,550,True
2019-06-30,2773,True
2019-07-01,5429,False
2019-07-02,9527,False
2019-07-03,7188,False
2019-07-04,366,True
2019-07-05,13689,False
2019-07-06,5220,False
2019-07-07,3676,True
2019-07-08,3958,True
2019-07-09,5640,False
2019-07-10,10872,False
2019-07-11,5944,False
2019-07-12,345,True
2019-07-13,13899,False
2019-07-14,594,True
2019-07-15,7501,False
2019-07-16,5643,False
2019-07-17,6288,False
2019-07-18,4012,False
2019-07-19,3339,True
2019-07-20,110,True
2019-07-21,323,True
2019-07-22,4167,False
2019-07-23,6623,False
2019-07-24,8999,False
2019-07-25,5386,False
2019-07-26,308,True
2019-07-27,16901,False
2019-07-28,2199,True
2019-07-29,5228,False
2019-07-30,7386,False
2019-07-31,8444,False
2019-08-01,4798,False
2019-08-02,3677,True
2019-08-03,646,True
2019-08-04,342,True
2019-08-05,7349,False
2019-08-06,5753,False
2019-08-07,7570,False
2019-08-08,4328,False
2019-08-09,798,True
2019-08-10,1478,True
2019-08-11,13890,False
2019-08-12,4410,False
2019-08-13,7465,False
2019-08-14,8944,False
2019-08-15,6524,False
2019-08-16,2504,True
2019-08-17,1847,True
2019-08-18,5409,False
2019-08-19,4120,False
2019-08-20,6109,False
2019-08-21,13204,False
2019-08-22,8423,False
2019-08-23,295,True
2019-08-24,2193,True
2019-08-25,5863,False
2019-08-26,6493,False
2019-08-27,8570,False
2019-08-28,1586,True
2019-08-29,8332,False
2019-08-30,3198,True
2019-08-31,2673,True
2019-09-01,277,True
2019-09-02,460,True
2019-09-03,7600,False
2019-09-04,5267,False
2019-09-05,4704,False
2019-09-06,3216,True
2019-09-07,5094,False
2019-09-08,4841,False
2019-09-09,1844,True
2019-09-10,5619,False
2019-09-11,8785,False
2019-09-12,5108,False
2019-09-13,2123,True
2019-09-14,5441,False
2019-09-15,6290,False
2019-09-16,4323,False
2019-09-17,5248,False
2019-09-18,4714,False
2019-09-19,6201,False
2019-09-20,1918,True
2019-09-21,2836,True
2019-09-22,3261,True
2019-09-23,8958,False
2019-09-24,6738,False
2019-09-25,4434,False
2019-09-26,1087,True
2019-09-27,5376,False
2019-09-28,1705,True
2019-09-29,2117,True
2019-09-30,4729,False
2019-10-01,5415,False
2019-10-02,5681,False
2019-10-03,3972,True
2019-10-04,2683,True
2019-10-05,3732,True
2019-10-06,2902,True
2019-10-07,5934,False
2019-10-08,5158,False
2019-10-09,6378,False
2019-10-10,5290,False
2019-10-11,1584,True
2019-10-12,1030,True
2019-10-13,6848,False
2019-10-14,495,True
2019-10-15,9148,False
2019-10-16,2725,True
2019-10-17,2144,True
2019-10-18,5051,False
2019-10-19,6074,False
2019-10-20,3584,True
2019-10-21,6084,False
2019-10-22,1978,True
2019-10-23,6053,False
2019-10-24,1122,True
2019-10-25,7042,False
2019-10-26,2591,True
2019-10-27,2934,True
2019-10-28,1658,True
2019-10-29,4309,False
2019-10-30,4653,False
2019-10-31,1328,True
2019-11-01,5265,False
2019-11-02,6155,False
2019-11-03,4859,False
2019-11-04,5838,False
2019-11-05,447,True
2019-11-06,6019,False
2019-11-07,4598,False
2019-11-08,1794,True
2019-11-09,2532,True
2019-11-10,6763,False
2019-11-11,503,True
2019-11-12,5633,False
2019-11-13,4529,False
2019-11-14,5156,False
2019-11-15,1134,True
2019-11-16,3511,True
2019-11-17,2480,True
2019-11-18,4579,False
2019-11-19,6501,False
2019-11-20,1258,True
2019-11-21,6403,False
2019-11-22,1800,True
2019-11-23,386,True
2019-11-24,2530,True
2019-11-25,4238,False
2019-11-26,4476,False
2019-11-27,3964,True
2019-11-28,2259,True
2019-11-29,4729,False
2019-11-30,3508,True
2019-12-01,1672,True
2019-12-02,1736,True
2019-12-03,2000,True
2019-12-04,4371,False
2019-12-05,4992,False
2019-12-06,4146,False
2019-12-07,2640,True
2019-12-08,5121,False
2019-12-09,3648,True
2019-12-10,5156,False
2019-12-11,5920,False
2019-12-12,4864,False
2019-12-13,3391,True
2019-12-14,3247,True
2019-12-15,2554,True
2019-12-16,3611,True
2019-12-17,4099,False
2019-12-18,5859,False
2019-12-19,2675,True
2019-12-20,2735,True
2019-12-21,4899,False
2019-12-22,214,True
2019-12-23,672,True
2019-12-24,4179,False
2019-12-25,531,True
2019-12-26,7811,False
2019-12-27,5459,False
2019-12-28,1494,True
2019-12-29,7507,False
2019-12-30,1031,True
2019-12-31,1506,True
2020-01-01,4406,False
2020-01-02,7839,False
2020-01-03,603,True
2020-01-04,853,True
2020-01-05,3818,True
2020-01-06,3427,True
2020-01-07,4977,False
2020-01-08,6534,False
2020-01-09,2957,True
2020-01-10,3447,True
2020-01-11,5393,False
2020-01-12,2949,True
2020-01-13,3557,True
2020-01-14,5171,False
2020-01-15,3216,True
2020-01-16,3276,True
2020-01-17,3904,True
2020-01-18,1265,True
2020-01-19,2742,True
2020-01-20,1261,True
2020-01-21,4725,False
2020-01-22,2070,True
2020-01-23,7652,False
2020-01-24,2811,True
2020-01-25,1292,True
2020-01-26,6144,False
2020-01-27,3228,True
2020-01-28,3552,True
2020-01-29,4539,False
2020-01-30,7440,False
2020-01-31,4505,False
2020-02-01,972,True
2020-02-02,8179,False
2020-02-03,2741,True
2020-02-04,5882,False
2020-02-05,4081,False
2020-02-06,2348,True
2020-02-07,6274,False
2020-02-08,1853,True
2020-02-09,4862,False
2020-02-10,6339,False
2020-02-11,6284,False
2020-02-12,4117,False
2020-02-13,5175,False
2020-02-14,2586,True
2020-02-15,2025,True
2020-02-16,1638,True
2020-02-17,6836,False
2020-02-18,4699,False
2020-02-19,4900,False
2020-02-20,3690,True
2020-02-21,934,True
2020-02-22,2575,True
2020-02-23,3230,True
2020-02-24,3902,True
2020-02-25,4103,False
2020-02-26,3812,True
2020-02-27,8927,False
2020-02-28,4660,False
2020-02-29,1976,True
2020-03-01,2840,True
2020-03-02,3611,True
2020-03-03,4187,False
2020-03-04,7774,False
2020-03-05,3593,True
2020-03-06,2793,True
2020-03-07,819,True
2020-03-08,1552,True
2020-03-09,2276,True
2020-03-10,2584,True
2020-03-11,3752,True
2020-03-12,1216,True
2020-03-13,1060,True
2020-03-14,1720,True
2020-03-15,1805,True
2020-03-16,1237,True
2020-03-17,1037,True
2020-03-18,1795,True
2020-03-19,2096,True
2020-03-20,896,True
2020-03-21,1473,True
2020-03-22,878,True
2020-03-23,125,True
2020-03-24,924,True
2020-03-25,984,True
2020-03-26,764,True
2020-03-27,1264,True
2020-03-28,916,True
2020-03-29,2228,True
2020-03-30,1079,True
2020-03-31,3230,True
2020-04-01,3166,True
2020-04-02,834,True
2020-04-03,871,True
2020-04-04,2890,True
2020-04-05,986,True
2020-04-06,2598,True
2020-04-07,3249,True
2020-04-08,775,True
2020-04-09,1598,True
2020-04-10,1714,True
2020-04-11,1164,True
2020-04-12,1231,True
2020-04-13,1342,True
2020-04-14,1001,True
2020-04-15,1359,True
2020-04-16,1764,True
2020-04-17,823,True
2020-04-18,1685,True
2020-04-19,1885,True
2020-04-20,1822,True
2020-04-21,2277,True
2020-04-22,2033,True
2020-04-23,1409,True
2020-04-24,2758,True
2020-04-25,1064,True
2020-04-26,2195,True
2020-04-27,1675,True
2020-04-28,1117,True
2020-04-29,1165,True
2020-04-30,3616,True
2020-05-01,615,True
2020-05-02,716,True
2020-05-03,770,True
2020-05-04,302,True
2020-05-05,385,True
2020-05-06,1052,True
2020-05-07,781,True
2020-05-08,1628,True
2020-05-09,989,True
2020-05-10,1743,True
2020-05-11,2297,True
2020-05-12,1033,True
2020-05-13,1466,True
2020-05-14,968,True
2020-05-15,446,True
2020-05-16,710,True
2020-05-17,909,True
2020-05-18,1084,True
2020-05-19,555,True
2020-05-20,577,True
2020-05-21,1127,True
2020-05-22,357,True
2020-05-23,531,True
2020-05-24,743,True
2020-05-25,503,True
2020-05-26,326,True
2020-05-27,210,True
2020-05-28,438,True
2020-05-29,343,True
2020-05-30,1065,True
2020-05-31,681,True
2020-06-01,344,True
2020-06-02,558,True
2020-06-03,250,True
2020-06-04,464,True
2020-06-05,310,True
2020-06-06,255,True
2020-06-07,325,True
2020-06-08,301,True
2020-06-09,372,True
2020-06-10,390,True
2020-06-11,385,True
2020-06-12,382,True
2020-06-13,905,True
2020-06-14,211,True
2020-06-15,1028,True
2020-06-16,421,True
2020-06-17,845,True
2020-06-18,460,True
2020-06-19,396,True
2020-06-20,387,True
2020-06-21,588,True
2020-06-22,322,True
2020-06-23,858,True
2020-06-24,403,True
2020-06-25,600,True
2020-06-26,359,True
2020-06-27,296,True
2020-06-28,510,True
2020-06-29,353,True
2020-06-30,312,True
2020-07-01,294,True
2020-07-02,245,True
2020-07-03,603,True
2020-07-04,411,True
2020-07-05,339,True
2020-07-06,670,True
2020-07-07,510,True
2020-07-08,599,True
2020-07-09,1004,True
2020-07-10,357,True
2020-07-11,446,True
2020-07-12,322,True
2020-07-13,610,True
2020-07-14,300,True
2020-07-15,526,True
2020-07-16,583,True
2020-07-17,354,True
2020-07-18,446,True
2020-07-19,384,True
2020-07-20,317,True
2020-07-21,353,True
2020-07-22,397,True
2020-07-23,375,True
2020-07-24,513,True
2020-07-25,292,True
2020-07-26,391,True
2020-07-27,201,True
2020-07-28,916,True
2020-07-29,219,True
2020-07-30,468,True
2020-07-31,585,True
2020-08-01,361,True
2020-08-02,388,True
2020-08-03,392,True
2020-08-04,748,True
2020-08-05,559,True
2020-08-06,295,True
2020-08-07,881,True
2020-08-08,428,True
2020-08-09,338,True
2020-08-10,494,True
2020-08-11,313,True
2020-08-12,239,True
2020-08-13,219,True
2020-08-14,269,True
2020-08-15,429,True
2020-08-16,306,True
2020-08-17,458,True
2020-08-18,560,True
2020-08-19,498,True
2020-08-20,795,True
2020-08-21,1382,True
2020-08-22,1034,True
2020-08-23,442,True
2020-08-24,576,True
2020-08-25,684,True
2020-08-26,576,True
2020-08-27,727,True
2020-08-28,435,True
2020-08-29,335,True
2020-08-30,420,True
2020-08-31,435,True
2020-09-01,381,True
2020-09-02,3881,True
2020-09-03,248,True
2020-09-04,398,True
2020-09-05,293,True
2020-09-06,562,True
2020-09-07,259,True
2020-09-08,550,True
2020-09-09,382,True
2020-09-10,448,True
2020-09-11,220,True
2020-09-12,363,True
2020-09-13,136,True
2020-09-14,418,True
2020-09-15,136,True
2020-09-16,607,True
2020-09-17,447,True
2020-09-18,345,True
2020-09-19,313,True
2020-09-20,450,True
2020-09-21,618,True
2020-09-22,243,True
2020-09-23,2761,True
2020-09-24,494,True
2020-09-25,1880,True
2020-09-26,476,True
2020-09-27,407,True
2020-09-28,322,True
2020-09-29,432,True
2020-09-30,378,True
2020-10-01,242,True
2020-10-02,2397,True
2020-10-03,2067,True
2020-10-04,224,True
2020-10-05,362,True
2020-10-06,309,True
2020-10-07,611,True
2020-10-08,976,True
2020-10-09,457,True
2020-10-10,642,True
2020-10-11,581,True
2020-10-12,554,True
2020-10-13,1188,True
2020-10-14,345,True
2020-10-15,303,True
2020-10-16,366,True
2020-10-17,572,True
2020-10-18,212,True
2020-10-19,249,True
2020-10-20,914,True
2020-10-21,215,True
2020-10-22,532,True
2020-10-23,731,True
2020-10-24,460,True
2020-10-25,361,True
2020-10-26,720,True
2020-10-27,1425,True
2020-10-28,1105,True
2020-10-29,815,True
2020-10-30,667,True
2020-10-31,1513,True
2020-11-01,1975,True
2020-11-02,1174,True
2020-11-03,1936,True
2020-11-04,864,True
2020-11-05,558,True
2020-11-06,507,True
2020-11-07,298,True
2020-11-08,358,True
2020-11-09,1167,True
2020-11-10,301,True
2020-11-11,254,True
2020-11-12,658,True
2020-11-13,220,True
2020-11-14,246,True
2020-11-15,635,True
2020-11-16,604,True
2020-11-17,993,True
2020-11-18,340,True
2020-11-19,706,True
2020-11-20,817,True
2020-11-21,398,True
2020-11-22,2219,True
2020-11-23,767,True
2020-11-24,1187,True
2020-11-25,807,True
2020-11-26,785,True
2020-11-27,618,True
2020-11-28,136,True
2020-11-29,838,True
2020-11-30,1537,True
2020-12-01,1149,True
2020-12-02,2634,True
2020-12-03,1345,True
2020-12-04,614,True
2020-12-05,1452,True
2020-12-06,1621,True
2020-12-07,1168,True
2020-12-08,1294,True
2020-12-09,1780,True
2020-12-10,1267,True
2020-12-11,2091,True
2020-12-12,478,True
2020-12-13,1091,True
2020-12-14,1029,True
2020-12-15,2027,True
2020-12-16,1488,True
2020-12-17,1011,True
2020-12-18,1273,True
2020-12-19,1511,True
2020-12-20,609,True
2020-12-21,1603,True
2020-12-22,1195,True
2020-12-23,2233,True
2020-12-24,1055,True
2020-12-25,1837,True
2020-12-26,1065,True
2020-12-27,818,True
2020-12-28,1744,True
2020-12-29,1232,True
2020-12-30,1241,True
2020-12-31,948,True
2021-01-01,262,True
2021-01-02,1143,True
2021-01-03,456,True
2021-01-04,913,True
2021-01-05,1171,True
2021-01-06,905,True
2021-01-07,1236,True
2021-01-08,803,True
2021-01-09,720,True
2021-01-10,1140,True
2021-01-11,1056,True
2021-01-12,894,True
2021-01-13,403,True
2021-01-14,1504,True
2021-01-15,1834,True
2021-01-16,573,True
2021-01-17,646,True
2021-01-18,321,True
2021-01-19,271,True
2021-01-20,712,True
2021-01-21,1449,True
2021-01-22,1012,True
2021-01-23,725,True
2021-01-24,2152,True
2021-01-25,920,True
2021-01-26,934,True
2021-01-27,1412,True
2021-01-28,1083,True
2021-01-29,816,True
2021-01-30,506,True
2021-01-31,1862,True
2021-02-01,1203,True
2021-02-02,823,True
2021-02-03,970,True
2021-02-04,478,True
2021-02-05,885,True
2021-02-06,185,True
2021-02-07,344,True
2021-02-08,234,True
2021-02-09,1980,True
2021-02-10,960,True
2021-02-11,547,True
2021-02-12,693,True
2021-02-13,1428,True
2021-02-14,2635,True
2021-02-15,1478,True
2021-02-16,1463,True
2021-02-17,1527,True
2021-02-18,1106,True
2021-02-19,1585,True
2021-02-20,2106,True
2021-02-21,1191,True
2021-02-22,1331,True
2021-02-23,773,True
2021-02-24,2220,True
2021-02-25,1146,True
2021-02-26,1195,True
2021-02-27,742,True
2021-02-28,3126,True
2021-03-01,1434,True
2021-03-02,1789,True
2021-03-03,1133,True
2021-03-04,1221,True
2021-03-05,2954,True
2021-03-06,1617,True
2021-03-07,2731,True
2021-03-08,1363,True
2021-03-09,1714,True
2021-03-10,1805,True
2021-03-11,1249,True
2021-03-12,579,True
2021-03-13,2499,True
2021-03-14,1543,True
2021-03-15,537,True
2021-03-16,587,True
2021-03-17,468,True
2021-03-18,582,True
2021-03-19,1654,True
2021-03-20,1587,True
2021-03-21,750,True
2021-03-22,702,True
2021-03-23,1093,True
2021-03-24,591,True
2021-03-25,2680,True
2021-03-26,343,True
2021-03-27,1082,True
2021-03-28,832,True
2021-03-29,301,True
2021-03-30,1000,True
2021-03-31,607,True
2021-04-01,372,True
2021-04-02,669,True
2021-04-03,1754,True
2021-04-04,853,True
2021-04-05,1939,True
2021-04-06,1102,True
2021-04-07,959,True
2021-04-08,495,True
2021-04-09,1509,True
2021-04-10,207,True
2021-04-11,167,True
2021-04-12,306,True
2021-04-13,710,True
2021-04-14,487,True
2021-04-15,946,True
2021-04-16,1203,True
2021-04-17,607,True
2021-04-18,1109,True
2021-04-19,514,True
2021-04-20,721,True
2021-04-21,264,True
2021-04-22,1323,True
2021-04-23,673,True
2021-04-24,753,True
2021-04-25,592,True
2021-04-26,2073,True
2021-04-27,876,True
2021-04-28,1980,True
2021-04-29,921,True
2021-04-30,614,True
2021-05-01,373,True
2021-05-02,197,True
2021-05-03,243,True
2021-05-04,202,True
2021-05-05,363,True
2021-05-06,495,True
2021-05-07,1471,True
2021-05-08,278,True
2021-05-09,145,True
2021-05-10,362,True
2021-05-11,485,True
2021-05-12,148,True
2021-05-13,767,True
2021-05-14,304,True
2021-05-15,633,True
2021-05-16,299,True
2021-05-17,279,True
2021-05-18,366,True
2021-05-19,413,True
2021-05-20,168,True
2021-05-21,520,True
2021-05-22,223,True
2021-05-23,126,True
2021-05-24,221,True
2021-05-25,196,True
2021-05-26,1920,True
2021-05-27,2501,True
2021-05-28,406,True
2021-05-29,334,True
2021-05-30,3135,True
2021-05-31,156,True
2021-06-01,200,True
2021-06-02,407,True
2021-06-03,203,True
2021-06-04,335,True
2021-06-05,430,True
2021-06-06,319,True
2021-06-07,332,True
2021-06-08,230,True
2021-06-09,311,True
2021-06-10,599,True
2021-06-11,552,True
2021-06-12,1327,True
2021-06-13,375,True
2021-06-14,949,True
2021-06-15,2122,True
2021-06-16,439,True
2021-06-17,2527,True
2021-06-18,623,True
2021-06-19,219,True
2021-06-20,289,True
2021-06-21,539,True
2021-06-22,1154,True
2021-06-23,231,True
2021-06-24,270,True
2021-06-25,1348,True
2021-06-26,368,True
2021-06-27,378,True
2021-06-28,419,True
2021-06-29,296,True
2021-06-30,210,True
2021-07-01,345,True
2021-07-02,895,True
2021-07-03,252,True
2021-07-04,199,True
2021-07-05,439,True
2021-07-06,124,True
2021-07-07,250,True
2021-07-08,381,True
2021-07-09,273,True
2021-07-10,601,True
2021-07-11,259,True
2021-07-12,189,True
2021-07-13,215,True
2021-07-14,506,True
2021-07-15,239,True
2021-07-16,461,True
2021-07-17,351,True
2021-07-18,332,True
2021-07-19,423,True
2021-07-20,513,True
2021-07-21,1616,True
2021-07-22,160,True
2021-07-23,1180,True
2021-07-24,409,True
2021-07-25,294,True
2021-07-26,267,True
2021-07-27,206,True
2021-07-28,339,True
2021-07-29,927,True
2021-07-30,919,True
2021-07-31,293,True
2021-08-01,248,True
2021-08-02,236,True
2021-08-03,413,True
2021-08-04,307,True
2021-08-05,518,True
2021-08-06,507,True
2021-08-07,246,True
2021-08-08,257,True
2021-08-09,297,True
2021-08-10,225,True
2021-08-11,214,True
2021-08-12,120,True
2021-08-13,195,True
2021-08-14,1209,True
2021-08-15,316,True
2021-08-16,1534,True
2021-08-17,152,True
2021-08-18,264,True
2021-08-19,137,True
2021-08-20,368,True
2021-08-21,2085,True
2021-08-22,388,True
2021-08-23,258,True
2021-08-24,4816,False
2021-08-25,2959,True
2021-08-26,358,True
2021-08-27,108,True
2021-08-28,2508,True
2021-08-29,196,True
2021-08-30,213,True
2021-08-31,319,True
2021-09-01,9338,False
2021-09-02,4231,False
2021-09-03,285,True
2021-09-04,336,True
2021-09-05,505,True
2021-09-06,359,True
2021-09-07,1178,True
2021-09-08,1765,True
2021-09-09,1210,True
2021-09-10,3266,True
2021-09-11,417,True
2021-09-12,2006,True
2021-09-13,1101,True
2021-09-14,2194,True
2021-09-15,3146,True
2021-09-16,2043,True
2021-09-17,3091,True
2021-09-18,255,True
2021-09-19,311,True
2021-09-20,1307,True
2021-09-21,2123,True
2021-09-22,2079,True
2021-09-23,2061,True
2021-09-24,2769,True
2021-09-25,230,True
2021-09-26,225,True
2021-09-27,3423,True
2021-09-28,1840,True
2021-09-29,1891,True
2021-09-30,1752,True
2021-10-01,2076,True
2021-10-02,213,True
2021-10-03,289,True
2021-10-04,1814,True
2021-10-05,2181,True
2021-10-06,963,True
2021-10-07,853,True
2021-10-08,1189,True
2021-10-09,302,True
2021-10-10,223,True
2021-10-11,274,True
2021-10-12,6792,False
2021-10-13,1547,True
2021-10-14,1197,True
2021-10-15,1327,True
2021-10-16,1348,True
2021-10-17,163,True
2021-10-18,6710,False
2021-10-19,976,True
2021-10-20,1028,True
2021-10-21,926,True
2021-10-22,1057,True
2021-10-23,152,True
2021-10-24,288,True
2021-10-25,2038,True
2021-10-26,1205,True
2021-10-27,969,True
2021-10-28,1407,True
2021-10-29,1771,True
2021-10-30,795,True
2021-10-31,8313,False
2021-11-01,9635,False
2021-11-02,387,True
2021-11-03,11695,False
2021-11-04,6237,False
2021-11-05,3126,True
2021-11-06,1640,True
2021-11-07,1256,True
2021-11-08,2416,True
2021-11-09,10073,False
2021-11-10,1972,True
2021-11-11,745,True
2021-11-12,2648,True
2021-11-13,537,True
2021-11-14,675,True
2021-11-15,2838,True
2021-11-16,9922,False
2021-11-17,1843,True
2021-11-18,9623,False
2021-11-19,1967,True
2021-11-20,169,True
2021-11-21,2705,True
2021-11-22,1834,True
2021-11-23,2258,True
2021-11-24,2163,True
2021-11-25,278,True
2021-11-26,285,True
2021-11-27,421,True
2021-11-28,255,True
2021-11-29,2007,True
2021-11-30,2990,True
2021-12-01,2011,True
2021-12-02,2148,True
2021-12-03,1969,True
2021-12-04,367,True
2021-12-05,98,True
2021-12-06,2079,True
2021-12-07,10431,False
2021-12-08,751,True
2021-12-09,1086,True
2021-12-10,865,True
2021-12-11,207,True
2021-12-12,1441,True
2021-12-13,1740,True
2021-12-14,1391,True
2021-12-15,1035,True
2021-12-16,1145,True
2021-12-17,1072,True
2021-12-18,317,True
2021-12-19,195,True
2021-12-20,1076,True
2021-12-21,1061,True
2021-12-22,1664,True
2021-12-23,1079,True
2021-12-24,267,True
2021-12-25,199,True
2021-12-26,266,True
2021-12-27,143,True
2021-12-28,244,True
2021-12-29,193,True
2021-12-30,310,True
2021-12-31,154,True
2022-01-01,305,True
2022-01-02,331,True
2022-01-03,7305,False
2022-01-04,1023,True
2022-01-05,1308,True
2022-01-06,1549,True
2022-01-07,1847,True
2022-01-08,1093,True
2022-01-09,925,True
2022-01-10,1092,True
2022-01-11,1175,True
2022-01-12,1329,True
2022-01-13,1620,True
2022-01-14,1186,True
2022-01-15,282,True
2022-01-16,183,True
2022-01-17,207,True
2022-01-18,1743,True
2022-01-19,1876,True
2022-01-20,2696,True
2022-01-21,2530,True
2022-01-22,242,True
2022-01-23,210,True
2022-01-24,2024,True
2022-01-25,1942,True
2022-01-26,2112,True
2022-01-27,1997,True
2022-01-28,2192,True
2022-01-29,155,True
2022-01-30,195,True
2022-01-31,1062,True
2022-02-01,1554,True
2022-02-02,2160,True
2022-02-03,2314,True
2022-02-04,605,True
2022-02-05,630,True
2022-02-06,1540,True
2022-02-07,1461,True
2022-02-08,1752,True
2022-02-09,2813,True
2022-02-10,1714,True
2022-02-11,2535,True
2022-02-12,453,True
2022-02-13,1129,True
2022-02-14,3244,True
2022-02-15,1600,True
2022-02-16,2353,True
2022-02-17,2141,True
2022-02-18,1650,True
2022-02-19,173,True
2022-02-20,201,True
2022-02-21,994,True
2022-02-22,989,True
2022-02-23,987,True
2022-02-24,824,True
2022-02-25,671,True
2022-02-26,1103,True
2022-02-27,1166,True
2022-02-28,3438,True
2022-03-01,686,True
2022-03-02,1075,True
2022-03-03,1151,True
2022-03-04,1430,True
2022-03-05,311,True
2022-03-06,754,True
2022-03-07,1086,True
2022-03-08,5862,False
2022-03-09,808,True
2022-03-10,1836,True
2022-03-11,2159,True
2022-03-12,628,True
2022-03-13,1255,True
2022-03-14,1953,True
2022-03-15,2143,True
2022-03-16,1856,True
2022-03-17,2073,True
2022-03-18,2107,True
2022-03-19,487,True
2022-03-20,7374,False
2022-03-21,692,True
2022-03-22,798,True
2022-03-23,1445,True
2022-03-24,1019,True
2022-03-25,1071,True
2022-03-26,2197,True
2022-03-27,1081,True
2022-03-28,1457,True
2022-03-29,1463,True
2022-03-30,2656,True
2022-03-31,753,True
2022-04-01,1901,True
2022-04-02,1178,True
2022-04-03,982,True
2022-04-04,2457,True
2022-04-05,2719,True
2022-04-06,3087,True
2022-04-07,2078,True
2022-04-08,2418,True
2022-04-09,823,True
2022-04-10,537,True
2022-04-11,2645,True
2022-04-12,1250,True
2022-04-13,1723,True
2022-04-14,2491,True
2022-04-15,2288,True
2022-04-16,7909,False
2022-04-17,146,True
2022-04-18,1370,True
2022-04-19,1807,True
2022-04-20,1518,True
2022-04-21,1470,True
